Chromosome/scaffold name	Gene stable ID	Gene stable ID version	Gene start (bp)	Gene end (bp)
CHR_HSCHR19KIR_ABC08_AB_HAP_T_P_CTG3_1	ENSG00000277742	ENSG00000277742.1	54786355	54790318
CHR_HSCHR16_4_CTG1	ENSG00000282469	ENSG00000282469.1	1880310	1886269
CHR_HSCHR19KIR_ABC08_AB_HAP_T_P_CTG3_1	ENSG00000275938	ENSG00000275938.1	54832765	54848078
CHR_HSCHR16_4_CTG1	ENSG00000276333	ENSG00000276333.2	1913487	1920464
CHR_HSCHR19KIR_FH15_A_HAP_CTG3_1	ENSG00000277963	ENSG00000277963.4	54707916	54713453
CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1	ENSG00000278339	ENSG00000278339.1	54755024	54767369
CHR_HSCHR19KIR_ABC08_AB_HAP_T_P_CTG3_1	ENSG00000277317	ENSG00000277317.5	54738506	54752764
CHR_HSCHR16_4_CTG1	ENSG00000282650	ENSG00000282650.1	1874025	1886319
CHR_HSCHR19KIR_ABC08_AB_HAP_T_P_CTG3_1	ENSG00000276974	ENSG00000276974.1	54703952	54704235
CHR_HSCHR19KIR_ABC08_AB_HAP_T_P_CTG3_1	ENSG00000278325	ENSG00000278325.1	54700593	54700905
CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1	ENSG00000278079	ENSG00000278079.6	54816470	54830813
CHR_HSCHR19KIR_ABC08_AB_HAP_T_P_CTG3_1	ENSG00000276930	ENSG00000276930.1	54724479	54736536
CHR_HSCHR16_4_CTG1	ENSG00000282069	ENSG00000282069.1	1891136	1892455
CHR_HSCHR19KIR_FH15_A_HAP_CTG3_1	ENSG00000274556	ENSG00000274556.1	54724447	54736132
CHR_HSCHR19KIR_FH13_BA2_HAP_CTG3_1	ENSG00000277551	ENSG00000277551.1	54913656	54913762
CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1	ENSG00000275795	ENSG00000275795.1	54799171	54811528
CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1	ENSG00000275937	ENSG00000275937.1	54770973	54780252
CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1	ENSG00000277885	ENSG00000277885.1	54738243	54752150
CHR_HSCHR19KIR_G085_A_HAP_CTG3_1	ENSG00000275083	ENSG00000275083.4	54850406	54867200
CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1	ENSG00000276011	ENSG00000276011.1	54754397	54768727
CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1	ENSG00000277552	ENSG00000277552.1	54724203	54736221
CHR_HSCHR19KIR_ABC08_A1_HAP_CTG3_1	ENSG00000275815	ENSG00000275815.1	54754998	54767346
CHR_HSCHR19KIR_ABC08_A1_HAP_CTG3_1	ENSG00000278327	ENSG00000278327.5	54738499	54753027
CHR_HSCHR19KIR_RP5_B_HAP_CTG3_1	ENSG00000273517	ENSG00000273517.1	54847867	54861881
CHR_HSCHR19KIR_ABC08_A1_HAP_CTG3_1	ENSG00000275136	ENSG00000275136.4	54874257	54890481
CHR_HSCHR19KIR_FH08_BAX_HAP_CTG3_1	ENSG00000277596	ENSG00000277596.1	54727609	54736462
CHR_HSCHR19KIR_RSH_A_HAP_CTG3_1	ENSG00000275262	ENSG00000275262.4	54850443	54867215
CHR_HSCHR19KIR_FH08_BAX_HAP_CTG3_1	ENSG00000275059	ENSG00000275059.1	54783578	54795926
CHR_HSCHR19KIR_FH05_A_HAP_CTG3_1	ENSG00000273887	ENSG00000273887.1	54738479	54753050
CHR_HSCHR19KIR_GRC212_AB_HAP_CTG3_1	ENSG00000277271	ENSG00000277271.4	54707923	54712937
CHR_HSCHR19KIR_FH08_BAX_HAP_CTG3_1	ENSG00000274563	ENSG00000274563.1	54766539	54781397
CHR_HSCHR19KIR_FH05_A_HAP_CTG3_1	ENSG00000276450	ENSG00000276450.1	54905329	54909244
CHR_HSCHR19KIR_GRC212_AB_HAP_CTG3_1	ENSG00000275247	ENSG00000275247.1	54754487	54766832
CHR_HSCHR19KIR_FH08_BAX_HAP_CTG3_1	ENSG00000276552	ENSG00000276552.1	54899032	54899138
CHR_HSCHR19KIR_GRC212_AB_HAP_CTG3_1	ENSG00000277729	ENSG00000277729.1	54785929	54797435
CHR_HSCHR19KIR_GRC212_AB_HAP_CTG3_1	ENSG00000278304	ENSG00000278304.1	54860710	54875253
CHR_HSCHR19_1_CTG2	ENSG00000274106	ENSG00000274106.1	20844829	20853768
CHR_HSCHR19KIR_FH05_A_HAP_CTG3_1	ENSG00000275970	ENSG00000275970.4	54873427	54889651
CHR_HSCHR19KIR_ABC08_AB_HAP_T_P_CTG3_1	ENSG00000275288	ENSG00000275288.6	54816438	54830737
CHR_HSCHR19_1_CTG2	ENSG00000277976	ENSG00000277976.1	20967473	20971556
CHR_HSCHR19_1_CTG2	ENSG00000279974	ENSG00000279974.1	20978678	20989626
CHR_HSCHR19KIR_FH06_A_HAP_CTG3_1	ENSG00000278329	ENSG00000278329.1	54754958	54767306
CHR_HSCHR19KIR_FH15_A_HAP_CTG3_1	ENSG00000273794	ENSG00000273794.4	54769825	54784337
CHR_HSCHR19_1_CTG2	ENSG00000278780	ENSG00000278780.4	21027036	21043218
CHR_HSCHR18_2_CTG1_1	ENSG00000282429	ENSG00000282429.1	51687527	51688210
CHR_HSCHR19KIR_FH06_A_HAP_CTG3_1	ENSG00000274108	ENSG00000274108.5	54738481	54752986
CHR_HSCHR19KIR_GRC212_AB_HAP_CTG3_1	ENSG00000276686	ENSG00000276686.1	54832558	54842109
CHR_HSCHR19KIR_FH06_A_HAP_CTG3_1	ENSG00000277356	ENSG00000277356.1	54769746	54783981
CHR_HSCHR2_3_CTG1	ENSG00000281486	ENSG00000281486.1	1209102	1269668
CHR_HSCHR19_2_CTG2	ENSG00000280271	ENSG00000280271.1	21778251	21803339
CHR_HSCHR19_2_CTG2	ENSG00000279566	ENSG00000279566.1	21814429	21818511
CHR_HSCHR19KIR_GRC212_AB_HAP_CTG3_1	ENSG00000278201	ENSG00000278201.4	54802913	54813989
CHR_HSCHR19KIR_FH13_A_HAP_CTG3_1	ENSG00000274912	ENSG00000274912.1	54754924	54767305
CHR_HSCHR19_2_CTG2	ENSG00000279614	ENSG00000279614.1	21809967	21810673
CHR_HSCHR19KIR_FH13_A_HAP_CTG3_1	ENSG00000276395	ENSG00000276395.1	54832694	54847510
CHR_HSCHR19_2_CTG2	ENSG00000274746	ENSG00000274746.4	21732245	21777028
CHR_HSCHR10_1_CTG4	ENSG00000282534	ENSG00000282534.1	77780337	77781876
CHR_HSCHR2_1_CTG1	ENSG00000280830	ENSG00000280830.1	3498728	3502360
CHR_HSCHR10_1_CTG4	ENSG00000274429	ENSG00000274429.2	77790791	77926526
CHR_HSCHR1_4_CTG31	ENSG00000280579	ENSG00000280579.1	144627218	144641637
CHR_HSCHR19KIR_FH13_A_HAP_CTG3_1	ENSG00000276310	ENSG00000276310.1	54769748	54784069
CHR_HSCHR2_1_CTG1	ENSG00000274891	ENSG00000274891.3	3401777	3486461
CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1	ENSG00000278025	ENSG00000278025.4	54977550	54981465
CHR_HSCHR1_4_CTG31	ENSG00000280708	ENSG00000280708.1	144567601	144568743
CHR_HSCHR1_4_CTG31	ENSG00000281416	ENSG00000281416.1	144561389	144568027
CHR_HSCHR1_4_CTG31	ENSG00000275974	ENSG00000275974.2	144592865	144593524
CHR_HSCHR1_4_CTG31	ENSG00000280460	ENSG00000280460.1	144660404	144669313
CHR_HSCHR19KIR_T7526_A_HAP_CTG3_1	ENSG00000274786	ENSG00000274786.1	54724451	54736098
CHR_HSCHR19_1_CTG2	ENSG00000274449	ENSG00000274449.1	20815244	20822244
CHR_HSCHR19_2_CTG2	ENSG00000279280	ENSG00000279280.1	21719001	21719670
CHR_HSCHR19KIR_T7526_BDEL_HAP_CTG3_1	ENSG00000274708	ENSG00000274708.1	54882533	54882639
CHR_HSCHR19_1_CTG2	ENSG00000279318	ENSG00000279318.1	20933201	20935130
CHR_HSCHR1_4_CTG31	ENSG00000274574	ENSG00000274574.1	144560668	144560831
CHR_HSCHR19_2_CTG2	ENSG00000276999	ENSG00000276999.1	21655154	21656539
CHR_HSCHR1_4_CTG31	ENSG00000273990	ENSG00000273990.1	144523860	144524021
CHR_HSCHR1_4_CTG31	ENSG00000273757	ENSG00000273757.1	144551779	144551943
CHR_HSCHR19_2_CTG2	ENSG00000279112	ENSG00000279112.1	21760226	21762917
CHR_HSCHR19_1_CTG2	ENSG00000278091	ENSG00000278091.4	20929638	20957113
CHR_HSCHR19_2_CTG2	ENSG00000280218	ENSG00000280218.1	21729280	21729514
CHR_HSCHR19_2_CTG2	ENSG00000280066	ENSG00000280066.1	21687036	21687706
CHR_HSCHR2_1_CTG1	ENSG00000280770	ENSG00000280770.1	3427276	3427885
CHR_HSCHR2_1_CTG1	ENSG00000281723	ENSG00000281723.1	3498320	3498795
CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1	ENSG00000274465	ENSG00000274465.5	54860636	54875223
CHR_HSCHR19KIR_FH06_BA1_HAP_CTG3_1	ENSG00000274610	ENSG00000274610.1	54771258	54784662
CHR_HSCHR19KIR_FH06_A_HAP_CTG3_1	ENSG00000277750	ENSG00000277750.1	54803572	54814476
CHR_HSCHR19KIR_GRC212_BA1_HAP_CTG3_1	ENSG00000278271	ENSG00000278271.1	54789822	54800920
CHR_HSCHR19KIR_ABC08_AB_HAP_T_P_CTG3_1	ENSG00000278755	ENSG00000278755.1	54769814	54784135
CHR_HSCHR12_5_CTG2_1	ENSG00000275051	ENSG00000275051.2	130337887	130372618
CHR_HSCHR19KIR_FH06_BA1_HAP_CTG3_1	ENSG00000275269	ENSG00000275269.4	54860626	54876850
CHR_HSCHR19KIR_FH13_A_HAP_CTG3_1	ENSG00000276808	ENSG00000276808.1	54703952	54704235
CHR_HSCHR19KIR_FH13_A_HAP_CTG3_1	ENSG00000278190	ENSG00000278190.1	54868050	54868156
CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	ENSG00000273498	ENSG00000273498.4	54789862	54800938
CHR_HSCHR19KIR_FH15_A_HAP_CTG3_1	ENSG00000276324	ENSG00000276324.1	54703952	54704235
CHR_HSCHR19KIR_FH15_A_HAP_CTG3_1	ENSG00000277240	ENSG00000277240.1	54700593	54700905
CHR_HSCHR19KIR_FH15_A_HAP_CTG3_1	ENSG00000273955	ENSG00000273955.1	54754987	54767361
CHR_HSCHR19KIR_T7526_A_HAP_CTG3_1	ENSG00000274947	ENSG00000274947.1	54832654	54848283
CHR_HSCHR19KIR_RSH_A_HAP_CTG3_1	ENSG00000277153	ENSG00000277153.1	54868939	54869045
CHR_HSCHR2_4_CTG1	ENSG00000281020	ENSG00000281020.2	1316265	1365970
CHR_HSCHR19KIR_FH15_A_HAP_CTG3_1	ENSG00000275021	ENSG00000275021.1	54868796	54868902
CHR_HSCHR19KIR_T7526_A_HAP_CTG3_1	ENSG00000276243	ENSG00000276243.4	54707916	54713453
CHR_HG151_NOVEL_TEST	ENSG00000262647	ENSG00000262647.3	56753901	56754885
CHR_HG151_NOVEL_TEST	ENSG00000281107	ENSG00000281107.1	56830655	56831590
CHR_HG151_NOVEL_TEST	ENSG00000262268	ENSG00000262268.3	56751253	56752170
CHR_HG151_NOVEL_TEST	ENSG00000281313	ENSG00000281313.1	56786335	56787280
CHR_HSCHR19KIR_T7526_A_HAP_CTG3_1	ENSG00000274082	ENSG00000274082.1	54703952	54704235
CHR_HSCHR19KIR_T7526_A_HAP_CTG3_1	ENSG00000275168	ENSG00000275168.1	54868924	54869030
CHR_HG151_NOVEL_TEST	ENSG00000281279	ENSG00000281279.1	56801280	56802039
CHR_HSCHR19_1_CTG2	ENSG00000275321	ENSG00000275321.1	20674923	20696533
CHR_HG151_NOVEL_TEST	ENSG00000262535	ENSG00000262535.5	56812930	56831496
CHR_HSCHR19_1_CTG2	ENSG00000280428	ENSG00000280428.1	20784596	20785152
CHR_HSCHR19_1_CTG2	ENSG00000280030	ENSG00000280030.1	20746923	20755250
CHR_HSCHR19_1_CTG2	ENSG00000275050	ENSG00000275050.4	20776304	20807420
CHR_HG151_NOVEL_TEST	ENSG00000281777	ENSG00000281777.1	56762097	56762976
GL000213.1	ENSG00000277630	ENSG00000277630.4	108007	139659
CHR_HG151_NOVEL_TEST	ENSG00000261958	ENSG00000261958.1	56700386	56701303
CHR_HG151_NOVEL_TEST	ENSG00000281683	ENSG00000281683.1	56747390	56747536
CHR_HG151_NOVEL_TEST	ENSG00000262191	ENSG00000262191.1	56711466	56712383
CHR_HG151_NOVEL_TEST	ENSG00000281839	ENSG00000281839.1	56859642	56882325
GL000220.1	ENSG00000276197	ENSG00000276197.1	105287	105376
GL000220.1	ENSG00000274917	ENSG00000274917.1	112025	112177
GL000220.1	ENSG00000273730	ENSG00000273730.1	155997	156149
CHR_HSCHR19KIR_G085_BA1_HAP_CTG3_1	ENSG00000274545	ENSG00000274545.1	54700593	54700905
CHR_HSCHR19KIR_ABC08_AB_HAP_T_P_CTG3_1	ENSG00000273522	ENSG00000273522.1	54755023	54767371
GL000220.1	ENSG00000273937	ENSG00000273937.1	149259	149348
CHR_HSCHR19KIR_G085_BA1_HAP_CTG3_1	ENSG00000278490	ENSG00000278490.1	54724454	54736547
CHR_HSCHR19KIR_ABC08_AB_HAP_T_P_CTG3_1	ENSG00000278726	ENSG00000278726.4	54850439	54867235
CHR_HSCHR2_4_CTG1	ENSG00000277603	ENSG00000277603.4	1372594	1540021
CHR_HSCHR17_5_CTG4	ENSG00000267728	ENSG00000267728.3	41255319	41256311
CHR_HSCHR17_5_CTG4	ENSG00000263090	ENSG00000263090.5	41226648	41227652
KI270734.1	ENSG00000278573	ENSG00000278573.1	59711	60316
CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1	ENSG00000277560	ENSG00000277560.1	54786463	54790318
CHR_HSCHR19KIR_FH06_A_HAP_CTG3_1	ENSG00000276465	ENSG00000276465.1	54832686	54848263
CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1	ENSG00000275416	ENSG00000275416.4	54850500	54867258
KI270744.1	ENSG00000278625	ENSG00000278625.1	51009	51114
KI270734.1	ENSG00000277196	ENSG00000277196.4	138082	161852
CHR_HSCHR19KIR_FH06_A_HAP_CTG3_1	ENSG00000277392	ENSG00000277392.1	54724479	54736494
CHR_HSCHR19KIR_GRC212_AB_HAP_CTG3_1	ENSG00000278230	ENSG00000278230.1	54895641	54895747
CHR_HSCHR19KIR_GRC212_BA1_HAP_CTG3_1	ENSG00000276512	ENSG00000276512.4	54707913	54713335
CHR_HSCHR17_5_CTG4	ENSG00000262512	ENSG00000262512.2	41249619	41250585
CHR_HSCHR17_5_CTG4	ENSG00000262749	ENSG00000262749.2	41232462	41233453
CHR_HSCHR20_1_CTG4	ENSG00000281651	ENSG00000281651.1	63449173	63450451
CHR_HSCHR17_5_CTG4	ENSG00000263103	ENSG00000263103.1	41270282	41270488
CHR_HSCHR19KIR_GRC212_BA1_HAP_CTG3_1	ENSG00000274254	ENSG00000274254.1	54724478	54736626
CHR_HSCHR20_1_CTG4	ENSG00000281151	ENSG00000281151.2	63414903	63466150
CHR_HSCHR17_5_CTG4	ENSG00000267635	ENSG00000267635.1	41265358	41265882
CHR_HSCHR17_5_CTG4	ENSG00000267208	ENSG00000267208.1	41238001	41238465
CHR_HSCHR17_5_CTG4	ENSG00000262218	ENSG00000262218.1	41291504	41292529
GL000213.1	ENSG00000278793	ENSG00000278793.1	127840	127946
CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1	ENSG00000276882	ENSG00000276882.4	54921821	54938615
CHR_HSCHR17_6_CTG4	ENSG00000262573	ENSG00000262573.2	41226627	41227631
CHR_HSCHR17_6_CTG4	ENSG00000263115	ENSG00000263115.1	41269234	41269440
CHR_HSCHR17_6_CTG4	ENSG00000262896	ENSG00000262896.2	41238317	41239283
CHR_HSCHR17_6_CTG4	ENSG00000263263	ENSG00000263263.1	41253969	41255271
CHR_HSCHR19KIR_ABC08_A1_HAP_CTG3_1	ENSG00000278833	ENSG00000278833.4	54786437	54798259
CHR_HSCHR19KIR_FH05_A_HAP_CTG3_1	ENSG00000275629	ENSG00000275629.4	54849620	54866390
CHR_HSCHR17_6_CTG4	ENSG00000262221	ENSG00000262221.1	41264289	41265327
CHR_HSCHR19KIR_ABC08_A1_HAP_CTG3_1	ENSG00000277850	ENSG00000277850.4	54803411	54814521
CHR_HSCHR19KIR_G085_BA1_HAP_CTG3_1	ENSG00000277076	ENSG00000277076.4	54789863	54800933
CHR_HSCHR17_6_CTG4	ENSG00000262542	ENSG00000262542.1	41290456	41291481
CHR_HSCHR17_6_CTG4	ENSG00000262214	ENSG00000262214.1	41212710	41213241
CHR_HSCHR17_6_CTG4	ENSG00000262946	ENSG00000262946.1	41259941	41260465
CHR_HSCHR17_6_CTG4	ENSG00000262594	ENSG00000262594.4	41244014	41244994
CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	ENSG00000278277	ENSG00000278277.1	54771294	54784697
CHR_HSCHR3_9_CTG3	ENSG00000281062	ENSG00000281062.2	198106449	198108214
CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	ENSG00000276994	ENSG00000276994.1	54703952	54704235
CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	ENSG00000278692	ENSG00000278692.1	54754729	54769262
KI270734.1	ENSG00000278817	ENSG00000278817.1	131494	137392
CHR_HSCHR21_5_CTG2	ENSG00000281775	ENSG00000281775.2	46142109	46155567
CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	ENSG00000275735	ENSG00000275735.1	54738547	54752855
CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	ENSG00000273546	ENSG00000273546.1	54700593	54700905
CHR_HSCHR3_9_CTG3	ENSG00000281496	ENSG00000281496.1	198177148	198186438
CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	ENSG00000275782	ENSG00000275782.1	54882769	54882875
CHR_HSCHR19KIR_FH06_A_HAP_CTG3_1	ENSG00000278368	ENSG00000278368.5	54816432	54830744
CHR_HSCHR3_9_CTG3	ENSG00000281617	ENSG00000281617.2	198053522	198080720
KI270734.1	ENSG00000276017	ENSG00000276017.1	72411	74814
CHR_HSCHR19KIR_GRC212_BA1_HAP_CTG3_1	ENSG00000274971	ENSG00000274971.1	54771253	54784657
CHR_HSCHR19KIR_GRC212_BA1_HAP_CTG3_1	ENSG00000275731	ENSG00000275731.1	54819083	54833565
CHR_HSCHR12_4_CTG2	ENSG00000282329	ENSG00000282329.1	31256634	31256718
CHR_HSCHR19KIR_ABC08_AB_HAP_T_P_CTG3_1	ENSG00000273929	ENSG00000273929.1	54868959	54869065
CHR_HSCHR12_4_CTG2	ENSG00000275428	ENSG00000275428.2	31111652	31208427
CHR_HSCHR3_9_CTG3	ENSG00000276938	ENSG00000276938.3	198148759	198166452
CHR_HSCHR3_9_CTG3	ENSG00000267237	ENSG00000267237.4	198224587	198224769
CHR_HSCHR3_9_CTG3	ENSG00000281577	ENSG00000281577.1	198117723	198119668
CHR_HSCHR3_9_CTG3	ENSG00000267639	ENSG00000267639.3	198219890	198222703
CHR_HSCHR3_9_CTG3	ENSG00000281503	ENSG00000281503.1	198116056	198117113
CHR_HSCHR3_9_CTG3	ENSG00000274706	ENSG00000274706.1	198071311	198071417
CHR_HSCHR3_9_CTG3	ENSG00000278747	ENSG00000278747.1	198193139	198193242
CHR_HSCHR12_4_CTG2	ENSG00000282391	ENSG00000282391.1	31246713	31246958
CHR_HSCHR12_4_CTG2	ENSG00000276371	ENSG00000276371.2	31282857	31329331
CHR_HSCHR15_5_CTG8	ENSG00000282377	ENSG00000282377.1	82380817	82395723
CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1	ENSG00000275422	ENSG00000275422.1	54830833	54834726
CHR_HSCHR18_3_CTG2_1	ENSG00000282606	ENSG00000282606.1	79644682	79685499
CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1	ENSG00000275914	ENSG00000275914.5	54754693	54769187
CHR_HSCHR5_3_CTG5	ENSG00000281351	ENSG00000281351.1	177971313	177972279
CHR_HSCHR18_3_CTG2_1	ENSG00000281949	ENSG00000281949.1	79708475	79709405
CHR_HSCHR5_3_CTG5	ENSG00000280559	ENSG00000280559.1	177870853	177871194
CHR_HSCHR18_3_CTG2_1	ENSG00000282330	ENSG00000282330.1	79683041	79685112
CHR_HSCHR8_4_CTG1	ENSG00000282103	ENSG00000282103.1	737651	824587
CHR_HSCHR21_5_CTG2	ENSG00000281753	ENSG00000281753.1	46187390	46191252
CHR_HSCHR21_5_CTG2	ENSG00000280541	ENSG00000280541.1	46151614	46152647
CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1	ENSG00000277185	ENSG00000277185.1	54799454	54811769
CHR_HSCHR18_3_CTG2_1	ENSG00000281995	ENSG00000281995.1	79610642	79612198
CHR_HSCHR19KIR_LUCE_A_HAP_CTG3_1	ENSG00000276459	ENSG00000276459.5	54738512	54753028
CHR_HSCHR21_5_CTG2	ENSG00000281289	ENSG00000281289.2	46190452	46221883
CHR_HSCHR5_3_CTG5	ENSG00000280647	ENSG00000280647.1	177939622	177983334
CHR_HSCHR19_4_CTG2	ENSG00000278788	ENSG00000278788.4	1107635	1156979
CHR_HSCHR18_3_CTG2_1	ENSG00000281942	ENSG00000281942.1	79576460	79589010
CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1	ENSG00000278207	ENSG00000278207.1	54814235	54828734
CHR_HSCHR5_3_CTG5	ENSG00000274382	ENSG00000274382.2	177992545	177996421
CHR_HSCHR18_3_CTG2_1	ENSG00000282752	ENSG00000282752.1	79685555	79723770
CHR_HSCHR8_4_CTG1	ENSG00000282347	ENSG00000282347.1	725188	725877
CHR_HSCHR15_5_CTG8	ENSG00000278229	ENSG00000278229.2	82615842	82619653
CHR_HSCHR19KIR_LUCE_A_HAP_CTG3_1	ENSG00000278248	ENSG00000278248.1	54769801	54784302
CHR_HSCHR8_4_CTG1	ENSG00000282245	ENSG00000282245.1	738548	740374
CHR_HSCHR8_4_CTG1	ENSG00000282665	ENSG00000282665.1	731140	738106
CHR_HSCHR5_3_CTG5	ENSG00000281644	ENSG00000281644.2	177950335	177963960
CHR_HSCHR12_5_CTG2_1	ENSG00000282480	ENSG00000282480.1	130350996	130351707
CHR_HSCHR12_5_CTG2_1	ENSG00000282766	ENSG00000282766.1	130383653	130384179
CHR_HSCHR5_3_CTG5	ENSG00000278666	ENSG00000278666.3	177875522	177950732
CHR_HSCHR12_5_CTG2	ENSG00000275517	ENSG00000275517.4	11351822	11356402
CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1	ENSG00000278116	ENSG00000278116.1	54877311	54886807
CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1	ENSG00000275637	ENSG00000275637.4	54906192	54910107
CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1	ENSG00000275500	ENSG00000275500.1	54888671	54903107
CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1	ENSG00000276327	ENSG00000276327.1	54905478	54919948
CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1	ENSG00000274597	ENSG00000274597.1	54940339	54940445
CHR_HSCHR19_1_CTG3_1	ENSG00000279389	ENSG00000279389.3	34261710	34308123
CHR_HSCHR20_1_CTG4	ENSG00000281914	ENSG00000281914.1	63422269	63424555
CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1	ENSG00000275848	ENSG00000275848.1	54848033	54858928
CHR_HSCHR19KIR_FH05_A_HAP_CTG3_1	ENSG00000277028	ENSG00000277028.1	54724486	54736500
CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1	ENSG00000278140	ENSG00000278140.1	54868982	54869088
CHR_HSCHR19_1_CTG3_1	ENSG00000262860	ENSG00000262860.5	34172447	34229322
CHR_HSCHR2_4_CTG1	ENSG00000281232	ENSG00000281232.1	1340838	1344763
CHR_HSCHR15_5_CTG8	ENSG00000274166	ENSG00000274166.2	82418974	82428498
CHR_HSCHR1_1_CTG11	ENSG00000281104	ENSG00000281104.1	30420942	30426225
CHR_HSCHR1_1_CTG11	ENSG00000281870	ENSG00000281870.1	30406695	30413531
CHR_HSCHR1_1_CTG11	ENSG00000280892	ENSG00000280892.1	30414392	30416755
CHR_HSCHR10_1_CTG4	ENSG00000282233	ENSG00000282233.1	77782866	77793176
CHR_HSCHR5_3_CTG5	ENSG00000280971	ENSG00000280971.1	177967004	177967457
CHR_HSCHR13_1_CTG3	ENSG00000282352	ENSG00000282352.1	18734080	18734896
CHR_HSCHR10_1_CTG4	ENSG00000282770	ENSG00000282770.1	77927372	77929824
CHR_HSCHR13_1_CTG3	ENSG00000282037	ENSG00000282037.1	18724415	18724904
CHR_HSCHR10_1_CTG4	ENSG00000282690	ENSG00000282690.1	77866875	77869610
CHR_HSCHR13_1_CTG3	ENSG00000282782	ENSG00000282782.1	18741730	18742718
CHR_HSCHR13_1_CTG3	ENSG00000282611	ENSG00000282611.1	18726706	18727414
CHR_HSCHR18_2_CTG2	ENSG00000263322	ENSG00000263322.1	67551243	67554415
CHR_HSCHR19KIR_ABC08_A1_HAP_CTG3_1	ENSG00000275353	ENSG00000275353.1	54832684	54848599
CHR_HSCHR10_1_CTG4	ENSG00000276516	ENSG00000276516.1	77912271	77912545
CHR_HSCHR10_1_CTG4	ENSG00000276274	ENSG00000276274.1	77776951	77777055
CHR_HSCHR19KIR_LUCE_A_HAP_CTG3_1	ENSG00000276357	ENSG00000276357.4	54850475	54867233
CHR_HSCHR13_1_CTG3	ENSG00000282677	ENSG00000282677.1	18807279	18808018
CHR_HSCHR18_2_CTG2	ENSG00000282112	ENSG00000282112.1	67585995	67586198
CHR_HSCHR13_1_CTG3	ENSG00000282536	ENSG00000282536.1	18809830	18810048
CHR_HSCHR13_1_CTG3	ENSG00000282715	ENSG00000282715.1	18816718	18880683
CHR_HSCHR18_2_CTG2	ENSG00000262102	ENSG00000262102.1	67576031	67586429
CHR_HSCHR13_1_CTG3	ENSG00000278853	ENSG00000278853.1	18869185	18869291
CHR_HSCHR15_5_CTG8	ENSG00000282596	ENSG00000282596.1	82610742	82613228
CHR_HSCHR13_1_CTG3	ENSG00000252379	ENSG00000252379.2	18885950	18886053
CHR_HSCHR19KIR_ABC08_A1_HAP_CTG3_1	ENSG00000277442	ENSG00000277442.4	54906159	54910074
CHR_HSCHR18_2_CTG2	ENSG00000282220	ENSG00000282220.1	67576038	67583479
CHR_HSCHR12_4_CTG2	ENSG00000282388	ENSG00000282388.1	31254265	31254870
CHR_HSCHR12_4_CTG2	ENSG00000282551	ENSG00000282551.1	31313890	31314302
CHR_HSCHR18_2_CTG2	ENSG00000279612	ENSG00000279612.1	67457499	67458554
CHR_HSCHR12_4_CTG2	ENSG00000282176	ENSG00000282176.1	31326589	31328102
CHR_HSCHR19KIR_ABC08_A1_HAP_CTG3_1	ENSG00000278809	ENSG00000278809.4	54850485	54867216
CHR_HSCHR15_5_CTG8	ENSG00000277445	ENSG00000277445.4	82622289	82720771
CHR_HSCHR19KIR_FH05_A_HAP_CTG3_1	ENSG00000278495	ENSG00000278495.4	54769810	54784323
CHR_HSCHR2_1_CTG5	ENSG00000277354	ENSG00000277354.1	36361959	36362656
CHR_HSCHR19_1_CTG3_1	ENSG00000262113	ENSG00000262113.1	34303449	34303913
CHR_HSCHR19KIR_FH06_BA1_HAP_CTG3_1	ENSG00000273752	ENSG00000273752.1	54855316	54855422
CHR_HSCHR2_1_CTG5	ENSG00000278476	ENSG00000278476.1	36299388	36299830
CHR_HSCHR2_1_CTG5	ENSG00000279215	ENSG00000279215.1	36360778	36361147
